ID,קישור לאתר,שם,סוג,מספר,מספר פרטי,מספר פרטי טקסט,כנסת,סטטוס,סטטוס חיצוני,קוד סיבת עצירה,סיבת עצירה,רציפות,קטגוריה של הוועדה,ועדה מטפלת,יוזם ראשון,מגדר יוזם ראשון,קוד סיעה אחרונה יוזם ראשון,סיעה אחרונה יוזם ראשון,יוזמים,מצטרפים,הוסרו,פטור ק0,הנחה ק0,דיון ק0,הצבעה ק0,פטור ק1,הנחה ק1,דיון ק1,הצבעה ק1,פטור ק2,הנחה ק2,דיון ק2,הצבעה ק2,פטור ק3,הנחה ק3,דיון ק3,הצבעה ק3,פרסום,תחילה,תום תוקף,סדרת פרסום,מספר חוברת,מספר עמוד
2195968,לאתר,"הצעת חוק המים (תיקון - שקיפות פעילות הרשות הממשלתית), התשפ""ג-2022",פרטית,NULL,235,פ/235/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,ינון אזולאי,זכר,1095,"ש""ס",ינון אזולאי,NULL,"משה ארבל (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195969,לאתר,"הצעת חוק מגן דוד אדום (תיקון - הענקת שירותי רפואה מרחוק), התשפ""ג-2022",פרטית,NULL,58,פ/58/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,מיכל מרים וולדיגר,נקבה,1105,הציונות הדתית,"מיכל מרים וולדיגר, משה סולומון",NULL,"מיכל מרים וולדיגר (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195970,לאתר,"הצעת חוק שוויון זכויות לאנשים עם מוגבלות (תיקון - מידע בדבר עמידת מעסיקים פרטיים גדולים ביעד הייצוג ההולם), התשפ""ג-2022",פרטית,NULL,1062,פ/1062/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,ינון אזולאי,זכר,1095,"ש""ס",ינון אזולאי,NULL,"משה ארבל (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,26/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195971,לאתר,"הצעת חוק לתיקון פקודת בתי הסוהר (עתירות אסיר - ערעור בזכות), התשפ""ג-2022",פרטית,NULL,199,פ/199/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,ינון אזולאי,זכר,1095,"ש""ס",ינון אזולאי,NULL,"משה ארבל (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195972,לאתר,"הצעת חוק הגנת הצרכן (תיקון - שובר זיכוי לנוסע ליעד באזהרת מסע חמורה), התשפ""ג-2022",פרטית,NULL,238,פ/238/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,יבגני סובה,זכר,1104,ישראל ביתנו,"יבגני סובה, יוליה מלינובסקי, שרון ניר",NULL,NULL,NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195973,לאתר,"הצעת חוק לתיקון פקודת הסמים המסוכנים (שידול לייבוא או ייצוא חומר הנחשב לסם בחו""ל), התשפ""ג-2022",פרטית,NULL,1020,פ/1020/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,ינון אזולאי,זכר,1095,"ש""ס",ינון אזולאי,NULL,"משה ארבל (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,26/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195974,לאתר,"הצעת חוק הסדרת הטיפול בחופי הכנרת (תיקון - מועצת איגוד ערים כנרת), התשפ""ג-2022",פרטית,NULL,279,פ/279/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,ינון אזולאי,זכר,1095,"ש""ס",ינון אזולאי,NULL,"משה ארבל (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,19/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195975,לאתר,"הצעת חוק חדלות פירעון ושיקום כלכלי (תיקון - הסמכת בית המשפט לעכב הליכי גבייה), התשפ""ג-2022",פרטית,NULL,59,פ/59/25,25,150,במליאה לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,גלעד קריב,זכר,1100,העבודה,גלעד קריב,NULL,NULL,NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195976,לאתר,"הצעת חוק שירותי הדת היהודיים (תיקון - מינוי רבני התיישבות, רבנים אזוריים ורבני שכונות), התשפ""ג-2022",פרטית,NULL,1016,פ/1016/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,ינון אזולאי,זכר,1095,"ש""ס",ינון אזולאי,NULL,"משה ארבל (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,26/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195977,לאתר,"הצעת חוק התכנון והבנייה (תיקון - הגדרת חדר מחוזק כמרחב מוגן), התשפ""ג-2022",פרטית,NULL,1017,פ/1017/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,ינון אזולאי,זכר,1095,"ש""ס",ינון אזולאי,NULL,"משה ארבל (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,26/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195978,לאתר,"הצעת חוק לימוד חובה (תיקון - חובת דיווח על היעדרות תלמיד), התשפ""ג-2022",פרטית,NULL,900,פ/900/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,יוסף טייב,זכר,1095,"ש""ס",יוסף טייב,NULL,"יעקב מרגי (מינוי לתפקיד שר בממשלה, הסרה מרשימת המציעים ), משה אבוטבול (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם השני ), מיכאל מלכיאלי (מינוי לתפקיד שר בממשלה, העברה ליוזם השני ), משה ארבל (מינוי לתפקיד סגן שר בממשלה, הסרה מרשימת המציעים ), אוריאל בוסו (מינוי לתפקיד שר בממשלה, הסרה מרשימת המציעים ), אברהם בצלאל (התפטרות ח""כ מהכנסת, הסרה מרשימת המציעים )",NULL,26/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195979,לאתר,"הצעת חוק הביטוח הלאומי (תיקון - זכאות לדמי אבטלה מגיל 19), התשפ""ג-2022",פרטית,NULL,578,פ/578/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,יעקב אשר,זכר,1101,יהדות התורה,"יעקב אשר, משה גפני",NULL,NULL,NULL,19/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195980,לאתר,"הצעת חוק חובת המכרזים (תיקון - העדפת טובין ממוחזרים), התשפ""ג-2022",פרטית,NULL,61,פ/61/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,גלעד קריב,זכר,1100,העבודה,גלעד קריב,NULL,NULL,NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195983,לאתר,"הצעת חוק המזונות (הבטחת תשלום) (תיקון - סכום שלא יובא בחשבון במבחן ההכנסה), התשפ""ג-2022",פרטית,NULL,22,פ/22/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,מיכל מרים וולדיגר,נקבה,1105,הציונות הדתית,"מיכל מרים וולדיגר, חוה אתי עטייה",NULL,"מיכל מרים וולדיגר (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195984,לאתר,"הצעת חוק לתיקון פקודת הראיות (דרישת הסיוע להרשעה על פי הודיה), התשפ""ג-2022",פרטית,NULL,577,פ/577/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,יוליה מלינובסקי,נקבה,1104,ישראל ביתנו,"יוליה מלינובסקי, יבגני סובה, שרון ניר",NULL,NULL,NULL,19/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195985,לאתר,"הצעת חוק להגדלת שיעור ההשתתפות בכוח העבודה ולצמצום פערים חברתיים (מענק עבודה) (תיקון - גיל העובד), התשפ""ג-2022",פרטית,NULL,28,פ/28/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,רון כץ,זכר,1102,יש עתיד,רון כץ,NULL,NULL,NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195986,לאתר,"הצעת חוק צירוף משפחות נפגעי טרור כצד להליך המשפטי (תיקוני חקיקה), התשפ""ג-2022",פרטית,NULL,34,פ/34/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,רון כץ,זכר,1102,יש עתיד,רון כץ,NULL,NULL,NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195987,לאתר,"הצעת חוק האגודות העותומניות (רישום ופיקוח), התשפ""ג-2022",פרטית,NULL,57,פ/57/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,דן אילוז,זכר,1096,הליכוד,דן אילוז,NULL,"שרן מרים השכל (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195988,לאתר,"הצעת חוק לתיקון פקודת מס הכנסה (דחיית הגשת דיווח שנתי לעסק שהוקם ברבעון האחרון של השנה), התשפ""ג-2022",פרטית,NULL,39,פ/39/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,ולדימיר בליאק,זכר,1102,יש עתיד,ולדימיר בליאק,NULL,NULL,NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195989,לאתר,"הצעת חוק לתיקון פקודת התעבורה (ריבית פיגורים בגין אי תשלום קנס על עבירת חניה), התשפ""ג-2023",פרטית,NULL,1625,פ/1625/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,ישראל אייכלר,זכר,1101,יהדות התורה,ישראל אייכלר,NULL,NULL,NULL,16/01/2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195990,לאתר,הצעת חוק-יסוד: כבוד האדם וחירותו (תיקון - שוויון בפני החוק ואיסור הפליה),פרטית,NULL,760,פ/760/25,25,177,נעצרה,2505,"הסרה מסד""י בד. מוקדם",NULL,NULL,NULL,גלעד קריב,זכר,1100,העבודה,גלעד קריב,NULL,NULL,NULL,26/12/2022,31/05/2023,31/05/2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195992,לאתר,הצעת חוק-יסוד: ישראל - מדינת הלאום של העם היהודי (תיקון - הוספת עקרון השוויון בפני החוק ועיגון מעמדה של מגילת העצמאות),פרטית,NULL,3306,פ/3306/25,25,177,נעצרה,2505,"הסרה מסד""י בד. מוקדם",NULL,NULL,NULL,גלעד קריב,זכר,1100,העבודה,"גלעד קריב, נעמה לזימי, אפרת רייטן מרום, מרב מיכאלי",NULL,NULL,NULL,09/05/2023,05/07/2023,05/07/2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195993,לאתר,"הצעת חוק מידע גנטי (תיקון - איסור שימוש בתוצאות בדיקה גנטית לקביעת השתייכות לעדה דתית), התשפ""ג-2022",פרטית,NULL,150,פ/150/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,יוליה מלינובסקי,נקבה,1104,ישראל ביתנו,"יוליה מלינובסקי, יבגני סובה, שרון ניר",NULL,NULL,NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195994,לאתר,"הצעת חוק העונשין (תיקון - מעשה מגונה בהסכמה בקטין שמלאו לו ארבע-עשרה שנים וטרם מלאו לו שש-עשרה שנים), התשפ""ג-2022",פרטית,NULL,528,פ/528/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,יבגני סובה,זכר,1104,ישראל ביתנו,"יבגני סובה, יוליה מלינובסקי, שרון ניר",NULL,NULL,NULL,19/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195995,לאתר,"הצעת חוק ביטוח בריאות ממלכתי (תיקון מס' 73) (החזר דמי נסיעה באמבולנס עבור מטופל בתחום בריאות הנפש), התשפ""ה–2025",פרטית,1137,41,פ/41/25,25,113,הכנה לקריאה שנייה ושלישית,NULL,NULL,NULL,בריאות,ועדת הבריאות,מיכל מרים וולדיגר,נקבה,1105,הציונות הדתית,"מיכל מרים וולדיגר, אימאן ח'טיב יאסין, ואליד אלהואשלה, משה סולומון",NULL,"מיכל מרים וולדיגר (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,12/12/2022,10/07/2024,10/07/2024,NULL,04/06/2025,06/01/2026,06/01/2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195996,לאתר,"הצעת חוק הביטוח הלאומי (תיקון - הרחבת הזכאות למענק לימודים), התשפ""ג-2022",פרטית,NULL,697,פ/697/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,יוסף טייב,זכר,1095,"ש""ס","יוסף טייב, עופר כסיף",NULL,"יעקב מרגי (מינוי לתפקיד שר בממשלה, הסרה מרשימת המציעים ), משה אבוטבול (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם השני ), מיכאל מלכיאלי (מינוי לתפקיד שר בממשלה, העברה ליוזם השני ), אוריאל בוסו (מינוי לתפקיד שר בממשלה, הסרה מרשימת המציעים ), אברהם בצלאל (התפטרות ח""כ מהכנסת, הסרה מרשימת המציעים )",NULL,19/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195998,לאתר,"הצעת חוק בחירות לגופים ציבוריים (תיקון - הגבלת כהונת יושב ראש ועד עובדים), התשפ""ג-2022",פרטית,NULL,132,פ/132/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,משה טור פז,זכר,1102,יש עתיד,משה טור פז,NULL,NULL,NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195999,לאתר,"הצעת חוק למניעת אלימות במשפחה (תיקון - מניעת אלימות כלכלית), התשפ""ג-2022",פרטית,NULL,26,פ/26/25,25,150,במליאה לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,גלעד קריב,זכר,1100,העבודה,גלעד קריב,NULL,NULL,NULL,12/12/2022,06/03/2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196000,לאתר,"הצעת חוק מניעת סיכון בריאותי מהפעלת פליקרים במקומות ציבוריים, התשפ""ג-2022",פרטית,NULL,508,פ/508/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,יוליה מלינובסקי,נקבה,1104,ישראל ביתנו,"יוליה מלינובסקי, יבגני סובה, שרון ניר",NULL,NULL,NULL,19/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196001,לאתר,"הצעת חוק הביטוח לאומי (תיקון - ביטוח זכויות עצמאי שעיקר הכנסתו מעסק בהליכי חדלות פירעון), התשפ""ג-2022",פרטית,NULL,542,פ/542/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,יעקב אשר,זכר,1101,יהדות התורה,"יעקב אשר, משה גפני",NULL,"אורי מקלב (מינוי לתפקיד סגן שר בממשלה, הסרה מרשימת המציעים )",NULL,19/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196006,לאתר,"הצעת חוק העונשין (תיקון - עבירה כלפי קשיש או חסר ישע), התשפ""ג- 2022",פרטית,NULL,66,פ/66/25,25,108,הכנה לקריאה ראשונה,NULL,NULL,NULL,עבודה ורווחה,ועדת העבודה והרווחה,יונתן מישרקי,זכר,1095,"ש""ס",יונתן מישרקי,NULL,"מיכאל מלכיאלי (מינוי לתפקיד שר בממשלה, העברה ליוזם השני ), אוריאל בוסו (מינוי לתפקיד שר בממשלה, העברה ליוזם השני )",NULL,12/12/2022,01/03/2023,01/03/2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196008,לאתר,"הצעת חוק שירות לאומי-אזרחי (תיקוני חקיקה), התשפ""ג-2022",פרטית,NULL,17,פ/17/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,מיכל מרים וולדיגר,נקבה,1105,הציונות הדתית,"מיכל מרים וולדיגר, אוהד טל",NULL,"מיכל מרים וולדיגר (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196009,לאתר,"הצעת חוק המוסד העליון ללשון העברית (תיקון - מעמד החלטות המוסד וועדת השמות הממשלתית), התשפ""ג-2022",פרטית,NULL,445,פ/445/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,יוסף טייב,זכר,1095,"ש""ס",יוסף טייב,NULL,"יעקב מרגי (מינוי לתפקיד שר בממשלה, הסרה מרשימת המציעים ), משה אבוטבול (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם השני ), מיכאל מלכיאלי (מינוי לתפקיד שר בממשלה, העברה ליוזם השני ), אברהם בצלאל (חזר בו, הסרה מרשימת המציעים ), אוריאל בוסו (מינוי לתפקיד שר בממשלה, הסרה מרשימת המציעים )",NULL,19/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196010,לאתר,"הצעת חוק הביטוח הלאומי (תיקון - טיפול בפעוטות במעונות יום כעבודה מועדפת), התשפ""ג-2022",פרטית,NULL,878,פ/878/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,אופיר כץ,זכר,1096,הליכוד,אופיר כץ,NULL,"מכלוף מיקי זוהר (מינוי לתפקיד שר בממשלה, העברה ליוזם אחר )",NULL,26/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196011,לאתר,"הצעת חוק נישואין וגירושין, התשפ""ג-2022",פרטית,NULL,502,פ/502/25,25,177,נעצרה,2505,"הסרה מסד""י בד. מוקדם",NULL,NULL,NULL,יוליה מלינובסקי,נקבה,1104,ישראל ביתנו,"יוליה מלינובסקי, יבגני סובה, שרון ניר",NULL,NULL,NULL,19/12/2022,07/06/2023,07/06/2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196012,לאתר,"הצעת חוק לתיקון דיני הרשויות המקומיות (ביטול סמכות שר הפנים לעניין חוקי עזר בדבר פתיחתם וסגירתם של עסקים בימי מנוחה), התשפ""ג-2022",פרטית,NULL,94,פ/94/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,גלעד קריב,זכר,1100,העבודה,גלעד קריב,NULL,NULL,NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196013,לאתר,"הצעת חוק צער בעלי חיים (הגנה על בעלי חיים) (תיקון - איחוד סמכויות), התשפ""ג-2022",פרטית,NULL,30,פ/30/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,מישל בוסקילה,זכר,1108,הימין הממלכתי,מישל בוסקילה,NULL,"שרן מרים השכל (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196015,לאתר,"הצעת חוק הסכמים קיבוציים (תיקון - בחירות לוועד עובדים ולארגון יציג), התשפ""ג-2022",פרטית,NULL,587,פ/587/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,משה טור פז,זכר,1102,יש עתיד,משה טור פז,NULL,NULL,NULL,19/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196016,לאתר,"הצעת חוק הפיקוח על מעונות יום לפעוטות (תיקון - החמרת ענישה), התשפ""ג-2022",פרטית,NULL,19,פ/19/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,רון כץ,זכר,1102,יש עתיד,רון כץ,NULL,NULL,NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196017,לאתר,"הצעת חוק פיקוח על בתי ספר (תיקון - איסור התחזות לגננת), התשפ""ג-2022",פרטית,NULL,21,פ/21/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,רון כץ,זכר,1102,יש עתיד,רון כץ,NULL,NULL,NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196019,לאתר,"הצעת חוק טיפול בחולי נפש (תיקון - התמכרות פסיכוטית לחומרים פסיכו-אקטיביים), התשפ""ג-2022",פרטית,NULL,27,פ/27/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,מיכל מרים וולדיגר,נקבה,1105,הציונות הדתית,"מיכל מרים וולדיגר, אוהד טל",NULL,"מיכל מרים וולדיגר (מינוי לתפקיד סגן שר בממשלה, העברה ליוזם אחר )",NULL,12/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196020,לאתר,"הצעת חוק לתיקון פקודת מס הכנסה (מיסוי קרן הון סיכון נסחרת), התשפ""ג-2022",פרטית,NULL,20,פ/20/25,25,177,נעצרה,2505,"הסרה מסד""י בד. מוקדם",NULL,NULL,NULL,ולדימיר בליאק,זכר,1102,יש עתיד,ולדימיר בליאק,NULL,NULL,NULL,12/12/2022,16/07/2025,16/07/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196021,לאתר,"הצעת חוק לתיקון פקודת המכס (ביטול חיוב בעד בדיקת טובין), התשפ""ג-2023",פרטית,NULL,1704,פ/1704/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,ישראל אייכלר,זכר,1101,יהדות התורה,ישראל אייכלר,NULL,NULL,NULL,16/01/2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196022,לאתר,"הצעת חוק צער בעלי חיים (הגנה על בעלי חיים) (תיקון - תפיסה במקום מגורים ללא צו), התשפ""ג-2022",פרטית,NULL,493,פ/493/25,25,104,הונחה על שולחן הכנסת לדיון מוקדם,NULL,NULL,NULL,NULL,NULL,יוליה מלינובסקי,נקבה,1104,ישראל ביתנו,"יוליה מלינובסקי, יבגני סובה, שרון ניר",NULL,NULL,NULL,19/12/2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
