ID,קישור,Session Date,Vote Date Time,Session ID,Item ID,Ordinal,Vote Method ID,Vote Method Desc,Vote Status Code,Vote Status Desc,Vote Title,Vote Subject,Is No Confidence In Gov,Last Updated Date,For Option ID,For Option Desc,Against Option ID,Against Option Desc
37684,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37684"", ""לאתר"" )",2022-12-13 00:00:00,2022-12-13 21:43:00,2198208,2197987,4,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון - מספר חברי הכנסת להתפלגות סיעה), התשפ""ג-2022",NULL,0,2022-12-15 08:30:15.113000,32,להעביר את הצעת החוק לוועדה שתקבע הוועדה המסדרת להכנה לקריאה ראשונה,24,לדחות את ההצעה
37685,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37685"", ""לאתר"" )",2022-12-13 00:00:00,2022-12-13 21:47:00,2198208,2198225,5,1,אלקטרונית,7,מפורסם,בחירת סגנים זמניים ליושב ראש הכנסת,NULL,0,2022-12-21 13:09:42.083000,38,לאשר את ההצעה,24,לדחות את ההצעה
37716,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37716"", ""לאתר"" )",2022-12-14 00:00:00,2022-12-14 10:00:00,2198209,2197987,1,2,שמית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 52) (מספר חברי הכנסת הנדרש להתפלגות סיעה), התשפ""ג-2022",,0,2022-12-21 13:40:17.473000,1,להעביר את הצעת החוק לוועדה להכנה לקריאה שניה ושלישית,24,לדחות את ההצעה
37717,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37717"", ""לאתר"" )",2022-12-14 00:00:00,2022-12-15 00:50:00,2198209,2198130,1,2,שמית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 14) (שר נוסף במשרד וכשירותם של השרים) (פ/91/25),,0,2022-12-21 13:42:19.740000,1,להעביר את הצעת החוק לוועדה להכנה לקריאה שניה ושלישית,24,לדחות את ההצעה
37692,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37692"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:49:00,2198476,2197987,2,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 1 ,0,2022-12-21 10:35:17.167000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37701,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37701"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:50:00,2198476,2197987,3,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 2 ,0,2022-12-21 10:35:46.157000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37700,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37700"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:51:00,2198476,2197987,4,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 3 ,0,2022-12-21 10:36:11.707000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37699,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37699"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:51:00,2198476,2197987,5,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 5,0,2022-12-21 10:36:43.817000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37698,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37698"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:52:00,2198476,2197987,6,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 6 ,0,2022-12-21 10:37:37.013000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37697,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37697"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:52:00,2198476,2197987,7,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 7 ,0,2022-12-21 10:38:48.930000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37696,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37696"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:53:00,2198476,2197987,8,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 8 ,0,2022-12-21 10:39:17.067000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37695,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37695"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:53:00,2198476,2197987,9,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 9 ,0,2022-12-21 10:39:50.897000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37694,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37694"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:54:00,2198476,2197987,10,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 10 ,0,2022-12-21 10:40:49.360000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37693,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37693"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:54:00,2198476,2197987,11,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 11,0,2022-12-21 10:41:15.910000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37709,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37709"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:54:00,2198476,2197987,12,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 12 ,0,2022-12-21 10:42:12.030000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37708,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37708"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:55:00,2198476,2197987,13,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 13 ,0,2022-12-21 10:43:02.323000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37707,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37707"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:56:00,2198476,2197987,14,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 14 ,0,2022-12-21 10:43:23.857000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37706,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37706"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:56:00,2198476,2197987,15,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 15 ,0,2022-12-21 10:44:28.180000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37705,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37705"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:57:00,2198476,2197987,16,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 16 ,0,2022-12-21 10:44:55.200000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37704,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37704"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:57:00,2198476,2197987,17,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 17,0,2022-12-21 10:45:22.983000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37703,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37703"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:58:00,2198476,2197987,18,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 18 ,0,2022-12-21 10:45:45.857000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37702,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37702"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:58:00,2198476,2197987,19,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות 19 ,0,2022-12-21 10:46:18.433000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37720,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37720"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 12:59:00,2198476,2197987,23,2,שמית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות מס' 20 ,0,2022-12-21 11:37:29.053000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37712,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37712"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 13:13:00,2198476,2197987,20,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות מס' 21 ,0,2022-12-21 10:48:13.683000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37711,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37711"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 13:13:00,2198476,2197987,21,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות מס' 22 ,0,2022-12-21 10:48:41.487000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37710,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37710"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 13:13:00,2198476,2197987,22,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות מס' 23 ,0,2022-12-21 10:50:00.647000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37713,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37713"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 13:14:00,2198476,2197987,23,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",סעיף 1,0,2022-12-21 10:50:40.083000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
37721,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37721"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 13:15:00,2198476,2197987,23,2,שמית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות מס' 24,0,2022-12-21 11:48:52.567000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37722,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37722"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 13:28:00,2198476,2197987,23,2,שמית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",הסתייגות מס' 25,0,2022-12-21 11:54:03.877000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37714,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37714"", ""לאתר"" )",2022-12-19 00:00:00,2022-12-19 13:42:00,2198476,2197987,24,1,אלקטרונית,7,מפורסם,"הצעת חוק הכנסת (תיקון מס' 51), התשפ""ג-2022",NULL,0,2022-12-21 10:52:07.597000,8,לקבל את הצעת החוק בקריאה שלישית,24,לדחות את ההצעה
37718,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37718"", ""לאתר"" )",2022-12-20 00:00:00,2022-12-20 14:42:00,2198477,2198191,2,1,אלקטרונית,7,מפורסם,"הצעת חוק לתיקון פקודת המשטרה (מס' 39) (סמכויות), התשפ""ג-2022",NULL,0,2022-12-21 12:03:51.793000,1,להעביר את הצעת החוק לוועדה להכנה לקריאה שניה ושלישית,24,לדחות את ההצעה
37892,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37892"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-26 00:00:00,2198573,2198130,70,2,שמית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 32 ,0,2022-12-31 02:54:36.993000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37893,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37893"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-26 00:00:00,2198573,2198130,70,2,שמית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 56 ,0,2023-01-01 02:11:36.283000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37894,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37894"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-26 00:00:00,2198573,2198130,70,2,שמית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 60 ,0,2023-01-01 02:22:28.127000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37895,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37895"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-26 00:00:00,2198573,2198130,70,2,שמית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 61,0,2023-01-01 02:30:02.883000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37728,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37728"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-26 21:28:00,2198573,2198191,4,1,אלקטרונית,7,מפורסם,"החלטת הוועדה המיוחדת לדיון בהצעת חוק לתיקון פקודת המשטרה (מס' 39) (סמכויות), התשפ""ג-2022 בדבר פיצול הצעת החוק ",NULL,0,2022-12-28 02:07:20.747000,15,לקבל את ההחלטה בדבר,24,לדחות את ההצעה
37737,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37737"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:40:00,2198573,2198130,5,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות מס' 1 ,0,2022-12-28 02:08:36.147000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37736,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37736"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:41:00,2198573,2198130,6,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות מס' 2 ,0,2022-12-28 02:09:56.163000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37735,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37735"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:41:00,2198573,2198130,7,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 3 ,0,2022-12-31 02:10:25.277000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37734,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37734"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:42:00,2198573,2198130,8,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 4 ,0,2022-12-31 02:11:30.573000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37733,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37733"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:42:00,2198573,2198130,9,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 5 ,0,2022-12-31 02:12:40.683000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37732,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37732"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:43:00,2198573,2198130,10,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 6 ,0,2022-12-31 02:13:58.540000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37731,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37731"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:43:00,2198573,2198130,11,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 7 ,0,2022-12-31 02:14:45.230000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37730,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37730"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:43:00,2198573,2198130,12,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 8 ,0,2022-12-31 02:15:43.713000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37729,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37729"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:44:00,2198573,2198130,13,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 9 ,0,2022-12-31 02:16:35.377000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37748,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37748"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:44:00,2198573,2198130,14,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 10 ,0,2022-12-31 02:17:12.247000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37747,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37747"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:45:00,2198573,2198130,15,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),סעיף 1,0,2022-12-31 02:17:56.617000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
37746,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37746"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:46:00,2198573,2198130,16,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 11 ,0,2022-12-31 02:20:03.837000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37745,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37745"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:46:00,2198573,2198130,17,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 12 ,0,2022-12-31 02:20:52.223000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37744,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37744"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:46:00,2198573,2198130,18,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 13 ,0,2022-12-31 02:21:36.133000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37743,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37743"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:47:00,2198573,2198130,19,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 14,0,2022-12-31 02:22:14.770000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37742,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37742"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:47:00,2198573,2198130,20,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 15 ,0,2022-12-31 02:23:03.097000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
37741,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=37741"", ""לאתר"" )",2022-12-26 00:00:00,2022-12-27 05:48:00,2198573,2198130,21,1,אלקטרונית,7,מפורסם,הצעת חוק-יסוד: הממשלה (תיקון מס' 11),הסתייגות 16,0,2022-12-31 02:23:47.667000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
